Dst Port,Protocol,Timestamp,Flow Duration,Tot Fwd Pkts,Tot Bwd Pkts,TotLen Fwd Pkts,TotLen Bwd Pkts,Fwd Pkt Len Max,Fwd Pkt Len Min,Fwd Pkt Len Mean,Fwd Pkt Len Std,Bwd Pkt Len Max,Bwd Pkt Len Min,Bwd Pkt Len Mean,Bwd Pkt Len Std,Flow Byts/s,Flow Pkts/s,Flow IAT Mean,Flow IAT Std,Flow IAT Max,Flow IAT Min,Fwd IAT Tot,Fwd IAT Mean,Fwd IAT Std,Fwd IAT Max,Fwd IAT Min,Bwd IAT Tot,Bwd IAT Mean,Bwd IAT Std,Bwd IAT Max,Bwd IAT Min,Fwd PSH Flags,Bwd PSH Flags,Fwd URG Flags,Bwd URG Flags,Fwd Header Len,Bwd Header Len,Fwd Pkts/s,Bwd Pkts/s,Pkt Len Min,Pkt Len Max,Pkt Len Mean,Pkt Len Std,Pkt Len Var,FIN Flag Cnt,SYN Flag Cnt,RST Flag Cnt,PSH Flag Cnt,ACK Flag Cnt,URG Flag Cnt,CWE Flag Count,ECE Flag Cnt,Down/Up Ratio,Pkt Size Avg,Fwd Seg Size Avg,Bwd Seg Size Avg,Fwd Byts/b Avg,Fwd Pkts/b Avg,Fwd Blk Rate Avg,Bwd Byts/b Avg,Bwd Pkts/b Avg,Bwd Blk Rate Avg,Subflow Fwd Pkts,Subflow Fwd Byts,Subflow Bwd Pkts,Subflow Bwd Byts,Init Fwd Win Byts,Init Bwd Win Byts,Fwd Act Data Pkts,Fwd Seg Size Min,Active Mean,Active Std,Active Max,Active Min,Idle Mean,Idle Std,Idle Max,Idle Min,Label,source,is_attack,attack_type
3389,6,22/02/2018 01:56:10,1959446,10,7,1128,1581,661,0,112.8,205.1388689536,1173,0,225.8571428571,430.0986044197,1382.5336345069,8.6759216636,122465.375,231497.34371921,953521,4,1959446,217716.222222222,340487.982480578,1109636,4,1854716,309119.333333333,327793.044517218,953521,106745,0,0,0,0,212,152,5.1034833315,3.5724383321,0,1173,150.5,303.4372209516,92074.1470588235,0,0,1,1,0,0,0,1,0,159.3529411765,112.8,225.8571428571,0,0,0,0,0,0,10,1128,7,1581,8192,62872,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 03:52:52,398,1,1,47,63,47,47,47.0,0.0,63,63,63.0,0.0,276381.909547739,5025.1256281407,398.0,0.0,398,398,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2512.5628140704,2512.5628140704,47,63,52.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,78.5,47.0,63.0,0,0,0,0,0,0,1,47,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 01:48:41,1334,1,1,42,123,42,42,42.0,0.0,123,123,123.0,0.0,123688.155922039,1499.2503748126,1334.0,0.0,1334,1334,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,749.6251874063,749.6251874063,42,123,69.0,46.7653718044,2187.0,0,0,0,0,0,0,0,0,1,103.5,42.0,123.0,0,0,0,0,0,0,1,42,1,123,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 11:28:55,4250302,11,7,1148,1581,677,0,104.3636363636,202.2944748268,1173,0,225.8571428571,430.0986044197,642.0720221763,4.234993184,250017.764705882,602706.307159997,2417860,3,4250302,425030.2,766663.684270547,2417860,3,4191763,698627.166666667,1013385.61419559,2653186,32043,0,0,0,0,228,148,2.5880513902,1.6469417938,0,1173,143.6315789474,298.5202785828,89114.3567251462,0,0,0,1,0,0,0,0,0,151.6111111111,104.3636363636,225.8571428571,0,0,0,0,0,0,11,1148,7,1581,8192,62852,5,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
15774,6,22/02/2018 03:21:36,86163512,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0232116815,86163512.0,0.0,86163512,86163512,86163512,86163512.0,0.0,86163512,86163512,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0232116815,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62558,-1,0,20,0.0,0.0,0,0,86163512.0,0.0,86163512,86163512,Benign,Thursday,False,Normal
53,17,22/02/2018 12:23:05,1642,1,1,51,161,51,51,51.0,0.0,161,161,161.0,0.0,129110.84043849,1218.0267965895,1642.0,0.0,1642,1642,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,609.0133982948,609.0133982948,51,161,87.6666666667,63.5085296109,4033.3333333333,0,0,0,0,0,0,0,0,1,131.5,51.0,161.0,0,0,0,0,0,0,1,51,1,161,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 10:26:40,6204662,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,52.8634758831,1.2893530703,886380.285714286,2317888.10731369,6142603,36,62059,20686.3333333333,35467.7824276248,61641,202,6204482,2068160.66666667,3581603.36553468,6203840,238,0,0,0,0,92,92,0.6446765352,0.6446765352,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 10:42:20,10200616,8,9,699,5423,375,0,87.375,138.6825125447,1460,0,602.5555555556,661.9890692283,600.1598334846,1.6665660192,637538.5,2483048.06201139,9948722,0,251893,35984.7142857143,29655.2191399439,77621,4681,10176737,1272092.125,3526437.15816615,9999043,0,0,0,0,0,172,192,0.784266362,0.8822996572,0,1460,340.1111111111,536.1650194712,287472.928104575,0,0,0,1,0,0,0,0,1,360.1176470588,87.375,602.5555555556,0,0,0,0,0,0,8,699,9,5423,8192,11,3,20,251893.0,0.0,251893,251893,9948722.0,0.0,9948722,9948722,Benign,Thursday,False,Normal
0,0,22/02/2018 10:49:49,112639941,3,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0266335367,56319970.5,57.2756492761,56320011,56319930,112639941,56319970.5,57.2756492761,56320011,56319930,0,0.0,0.0,0,0,0,0,0,0,0,0,0.0266335367,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,0,0,-1,-1,0,0,0.0,0.0,0,0,56319970.5,57.2756492761,56320011,56319930,Benign,Thursday,False,Normal
443,6,22/02/2018 11:07:08,115344135,21,20,770,4490,410,0,36.6666666667,98.3815700898,1460,0,224.5,465.6398540548,45.6026654498,0.3554580387,2883603.375,4484187.98831479,10015657,1,115344135,5767206.75,4979283.62416658,10109202,28,111342931,5860154.2631579,5108077.41657777,10109264,1,0,0,0,0,432,412,0.1820638735,0.1733941652,0,1460,125.2380952381,338.2398347777,114406.18583043,0,0,0,1,0,0,0,0,0,128.2926829268,36.6666666667,224.5,0,0,0,0,0,0,21,770,20,4490,8192,2560,15,20,115597.636363636,72941.0176927533,335523,93529,10006483.3636364,7693.9459872386,10015657,9999860,Benign,Thursday,False,Normal
50555,6,22/02/2018 11:30:59,1,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,2000000.0,1.0,0.0,1,1,1,1.0,0.0,1,1,0,0.0,0.0,0,0,0,0,0,0,40,0,2000000.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,189,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 01:06:43,5045243,4,4,97,231,97,0,24.25,48.5,231,0,57.75,115.5,65.0117348163,1.5856520687,720749.0,1879684.17535615,4983158,41,62085,20695.0,35575.4906220561,61774,107,5045080,1681693.33333333,2912295.9202434,5044523,236,0,0,0,0,92,92,0.7928260343,0.7928260343,0,231,36.4444444444,79.6996096463,6352.0277777778,0,0,0,1,0,0,0,0,1,41.0,24.25,57.75,0,0,0,0,0,0,4,97,4,231,8192,141,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
445,6,22/02/2018 01:41:17,173651,7,4,619,806,428,0,88.4285714286,158.4548906817,409,0,201.5,211.7836946824,8206.114563118,63.3454457504,17365.1,18969.9078569191,44164,86,173651,28941.8333333333,21945.2711663963,50662,474,129401,43133.6666666667,5681.4338272423,49694,39839,0,0,0,0,232,136,40.3107382048,23.0347075456,0,428,118.75,174.0251418617,30284.75,0,0,0,1,0,0,0,0,0,129.5454545455,88.4285714286,201.5,0,0,0,0,0,0,7,619,4,806,29200,257,3,32,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 02:47:01,82,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,24390.243902439,82.0,0.0,82,82,82,82.0,0.0,82,82,0,0.0,0.0,0,0,0,0,0,0,40,0,24390.243902439,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 11:36:45,390,1,1,42,58,42,42,42.0,0.0,58,58,58.0,0.0,256410.256410256,5128.2051282051,390.0,0.0,390,390,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2564.1025641026,2564.1025641026,42,58,47.3333333333,9.237604307,85.3333333333,0,0,0,0,0,0,0,0,1,71.0,42.0,58.0,0,0,0,0,0,0,1,42,1,58,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
52001,6,22/02/2018 03:31:54,0,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,788.1881481705,46.3644477415,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,131,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
5355,17,22/02/2018 10:25:07,416640,2,0,44,0,22,22,22.0,0.0,0,0,0.0,0.0,105.6067588326,4.8003072197,416640.0,0.0,416640,416640,416640,416640.0,0.0,416640,416640,0,0.0,0.0,0,0,0,0,0,0,16,0,4.8003072197,0.0,22,22,22.0,0.0,0.0,0,0,0,0,0,0,0,0,0,33.0,22.0,0.0,0,0,0,0,0,0,2,44,0,0,-1,-1,1,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 11:36:26,286,1,1,31,63,31,31,31.0,0.0,63,63,63.0,0.0,328671.328671329,6993.006993007,286.0,0.0,286,286,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,3496.5034965035,3496.5034965035,31,63,41.6666666667,18.4752086141,341.3333333333,0,0,0,0,0,0,0,0,1,62.5,31.0,63.0,0,0,0,0,0,0,1,31,1,63,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
52415,6,22/02/2018 11:45:53,33,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,60606.0606060606,33.0,0.0,33,33,33,33.0,0.0,33,33,0,0.0,0.0,0,0,0,0,0,0,40,0,60606.0606060606,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,260,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
50807,6,22/02/2018 11:54:54,10,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,200000.0,10.0,0.0,10,10,10,10.0,0.0,10,10,0,0.0,0.0,0,0,0,0,0,0,40,0,200000.0,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 03:49:13,2337985,10,6,1148,408,536,0,114.8,165.3607504149,293,0,68.0,112.5308846495,665.5303605455,6.8434998514,155865.666666667,257658.977514207,1009496,1,2337985,259776.111111111,373356.744076776,1221019,1,2126430,425286.0,344611.125659779,1009496,211767,0,0,0,0,208,132,4.2771874071,2.5663124443,0,536,91.5294117647,142.8566228982,20408.0147058824,0,0,0,1,0,0,0,0,0,97.25,114.8,68.0,0,0,0,0,0,0,10,1148,6,408,8192,64000,6,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
1189,6,22/02/2018 12:23:13,85874711,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0232897436,85874711.0,0.0,85874711,85874711,85874711,85874711.0,0.0,85874711,85874711,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0232897436,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62558,-1,0,20,0.0,0.0,0,0,85874711.0,0.0,85874711,85874711,Benign,Thursday,False,Normal
445,6,22/02/2018 09:48:26,331663,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,12.060434839,110554.333333333,187871.378366513,327477,75,331663,165831.5,228707.324413758,327552,4111,0,0.0,0.0,0,0,0,0,0,0,72,32,9.0453261292,3.0151087097,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 10:05:21,4218595,13,9,1439,1731,725,0,110.6923076923,196.6076399903,1179,0,192.3333333333,386.0744746807,751.4350156865,5.215006418,200885.476190476,243567.717755785,953354,69,4218595,351549.583333333,341921.455449124,1305471,105069,4049492,506186.5,338602.259500098,953354,140624,0,0,0,0,272,192,3.0815947016,2.1334117165,0,1179,137.8260869565,278.9256421235,77799.5138339921,0,0,1,1,0,0,0,1,0,144.0909090909,110.6923076923,192.3333333333,0,0,0,0,0,0,13,1439,9,1731,8192,62561,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 10:21:39,3966111,14,8,1438,1731,725,0,102.7142857143,191.221751487,1179,0,216.375,405.4647906151,799.0194928987,5.5469955329,188862.428571429,263989.471609299,953137,59,3966111,305085.461538462,353382.190254314,1231369,53611,3845515,549359.285714286,345123.796874742,953137,165736,0,0,0,0,292,172,3.5299062482,2.0170892847,0,1179,137.7826086957,278.9413357226,77808.2687747036,0,0,1,1,0,0,0,1,0,144.0454545455,102.7142857143,216.375,0,0,0,0,0,0,14,1438,8,1731,8192,62647,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 10:22:55,179036,8,8,583,5343,249,0,72.875,106.0019373138,1460,0,667.875,618.9512876056,33099.4883710539,89.3675015081,11935.7333333333,17613.671396579,52063,14,179036,25576.5714285714,29588.5267395835,83186,300,96633,13804.7142857143,16843.316317502,32453,27,0,0,0,0,172,172,44.683750754,44.683750754,0,1460,348.5882352941,518.7465733409,269098.007352941,0,0,0,1,0,0,0,0,1,370.375,72.875,667.875,0,0,0,0,0,0,8,583,8,5343,8192,980,3,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 10:46:35,4120430,13,8,1438,1731,725,0,110.6153846154,196.6369490803,1179,0,216.375,405.4647906151,769.0944877112,5.0965554566,206021.5,246663.982035758,953144,56,4120430,343369.166666667,351916.175519588,1314806,50087,3606128,515161.142857143,328203.58648377,953144,107439,0,0,0,0,272,172,3.1550105207,1.9415449358,0,1179,144.0454545455,283.8456115018,80568.3311688312,0,0,1,1,0,0,0,1,0,150.9047619048,110.6153846154,216.375,0,0,0,0,0,0,13,1438,8,1731,8192,62647,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 10:54:05,116960917,17,18,1104,3843,457,0,64.9411764706,118.671010881,1430,0,213.5,452.0168203534,42.2961800137,0.2992452599,3440026.97058824,13838262.5692629,57977937,1,116960917,7310057.3125,19803473.7701597,58114710,95,116804980,6870881.17647059,19281381.7858251,58122602,1,0,0,0,0,352,372,0.1453476976,0.1538975622,0,1430,137.4166666667,334.2850259456,111746.478571429,0,0,0,1,0,0,0,0,1,141.3428571429,64.9411764706,213.5,0,0,0,0,0,0,17,1104,18,3843,8192,180,8,20,429699.5,387130.356097917,703442,155957,57972735.5,7356.0318446837,57977937,57967534,Benign,Thursday,False,Normal
80,6,22/02/2018 11:31:57,5460690,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.7325081629,1820230.0,3142999.94782676,5449448,35,5460690,2730345.0,3845392.34008937,5449448,11242,0,0.0,0.0,0,0,0,0,0,0,72,32,0.5493811222,0.1831270407,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,65535,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 11:36:05,110105602,1815,5745,11940,8328149,502,0,6.5785123967,56.8469994475,1460,35,1449.6342906876,97.201735276,75746.2731097006,68.6613565766,14566.1598094986,378283.042766465,9939157,0,110105602,60697.6857772877,770550.103356896,9939157,14,110083864,19165.0181058496,435038.231214215,9968129,0,1,0,0,0,36300,114900,16.4841748924,52.1771816842,0,1460,1103.1056738527,622.8328625547,387920.77467812,0,1,0,0,1,0,0,0,3,1103.2515873016,6.5785123967,1449.6342906876,0,0,0,0,0,0,1815,11940,5745,8328149,17667,3526,23,20,80036.2727272727,14424.9086173252,122177,70216,9922967.81818182,10689.494439104,9939157,9895450,Benign,Thursday,False,Normal
3389,6,22/02/2018 11:46:28,4098418,14,8,1440,1731,725,0,102.8571428571,191.1728405006,1179,0,216.375,405.4647906151,773.7131742053,5.367924892,195162.761904762,244575.448410077,953173,37,4098418,315262.923076923,330182.837996733,1254014,35889,4062499,580357.0,298210.836364699,953173,162338,0,0,0,0,292,172,3.415952204,1.951972688,0,1179,137.8695652174,278.9101035276,77790.8458498024,0,0,1,1,0,0,0,1,0,144.1363636364,102.8571428571,216.375,0,0,0,0,0,0,14,1440,8,1731,8192,62560,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
3389,6,22/02/2018 11:51:54,4018498,14,8,1459,1731,741,0,104.2142857143,195.1134496691,1179,0,216.375,405.4647906151,793.8289380759,5.4746823316,191357.047619048,268473.141756578,953131,56,4018498,309115.230769231,376438.347874557,1314365,14689,3929533,561361.857142857,389833.007623533,1086571,149937,0,0,0,0,292,172,3.4838887564,1.9907935751,0,1179,138.6956521739,280.4109702793,78630.3122529644,0,0,1,1,0,0,0,1,0,145.0,104.2142857143,216.375,0,0,0,0,0,0,14,1459,8,1731,8192,62626,7,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 01:45:42,93,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,21505.376344086,93.0,0.0,93,93,93,93.0,0.0,93,93,0,0.0,0.0,0,0,0,0,0,0,40,0,21505.376344086,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,278,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 01:46:52,116836065,29,26,4495,11014,510,0,155.0,234.3801856569,1460,0,423.6153846154,557.112992268,132.7415468845,0.4707450563,2163630.83333333,4059425.90703464,10012160,0,116836065,4172716.60714286,4903680.240792,10062290,112,111898219,4475928.76,5054600.29776543,10062623,0,0,0,0,0,592,664,0.2482110297,0.2225340266,0,1460,276.9464285714,434.1090947778,188450.706168831,0,0,0,1,0,0,0,0,0,281.9818181818,155.0,423.6153846154,0,0,0,0,0,0,29,4495,26,11014,8192,252,20,20,163585.636363636,375354.195123292,1295321,50130,10008971.4545455,9533.6358055429,10012160,9980231,Benign,Thursday,False,Normal
445,6,22/02/2018 02:07:03,281468,3,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,14.2112069578,93822.6666666667,162317.698228916,281251,101,281468,140734.0,198863.88271378,281352,116,0,0.0,0.0,0,0,0,0,0,0,68,28,10.6584052184,3.5528017395,0,0,0.0,0.0,0.0,0,0,0,1,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,3,0,1,0,8192,8192,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 04:10:54,258,3,0,46,0,46,0,15.3333333333,26.5581123827,0,0,0.0,0.0,178294.573643411,11627.9069767442,129.0,12.7279220614,138,120,258,129.0,12.7279220614,138,120,0,0.0,0.0,0,0,0,0,0,0,60,0,11627.9069767442,0.0,0,46,11.5,23.0,529.0,0,0,0,0,1,0,0,0,0,15.3333333333,15.3333333333,0.0,0,0,0,0,0,0,3,46,0,0,255,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 04:15:26,60848575,20,19,2379,9401,584,0,118.95,185.3669121102,1460,0,494.7894736842,555.7866875927,193.5953307041,0.6409353054,1601278.28947368,3678190.33124421,10003784,16,60848575,3202556.57894737,4739536.36311234,10015419,201,60836050,3379780.55555556,4829711.10449316,10015888,24,0,0,0,0,412,464,0.328684772,0.3122505334,0,1460,294.5,443.7117336336,196880.102564103,0,0,0,1,0,0,0,0,0,302.0512820513,118.95,494.7894736842,0,0,0,0,0,0,20,2379,19,9401,8192,142,13,20,58377.8333333333,114163.18664336,291412,11615,9980018.83333333,57775.5229744108,10003784,9862086,Benign,Thursday,False,Normal
53,17,22/02/2018 01:24:20,1020,1,1,49,77,49,49,49.0,0.0,77,77,77.0,0.0,123529.411764706,1960.7843137255,1020.0,0.0,1020,1020,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,980.3921568627,980.3921568627,49,77,58.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,87.5,49.0,77.0,0,0,0,0,0,0,1,49,1,77,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
443,6,22/02/2018 05:14:30,339,3,0,77,0,46,0,25.6666666667,23.4591844132,0,0,0.0,0.0,227138.643067847,8849.5575221239,169.5,195.8685783887,308,31,339,169.5,195.8685783887,308,31,0,0.0,0.0,0,0,1,0,0,0,60,0,8849.5575221239,0.0,0,46,30.75,21.6852484422,470.25,0,1,0,0,1,0,0,0,0,41.0,25.6666666667,0.0,0,0,0,0,0,0,3,77,0,0,258,-1,1,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
80,6,22/02/2018 05:24:57,54920172,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0364164919,54920172.0,0.0,54920172,54920172,54920172,54920172.0,0.0,54920172,54920172,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0364164919,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,279,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53551,6,22/02/2018 04:52:00,22,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,90909.0909090909,22.0,0.0,22,22,22,22.0,0.0,22,22,0,0.0,0.0,0,0,0,0,0,0,40,0,90909.0909090909,0.0,0,0,0.0,0.0,0.0,1,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,0,-1,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
0,0,22/02/2018 05:29:46,31344,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,63.8080653395,31344.0,0.0,31344,31344,31344,31344.0,0.0,31344,31344,0,0.0,0.0,0,0,0,0,0,0,0,0,63.8080653395,0.0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,-1,-1,0,0,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 11:45:22,12061,1,1,55,83,55,55,55.0,0.0,83,83,83.0,0.0,11441.8373269215,165.8237293757,12061.0,0.0,12061,12061,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,82.9118646878,82.9118646878,55,83,64.3333333333,16.1658075373,261.3333333333,0,0,0,0,0,0,0,0,1,96.5,55.0,83.0,0,0,0,0,0,0,1,55,1,83,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
40705,6,22/02/2018 09:40:45,86089365,2,0,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,0.0232316733,86089365.0,0.0,86089365,86089365,86089365,86089365.0,0.0,86089365,86089365,0,0.0,0.0,0,0,0,0,0,0,40,0,0.0232316733,0.0,0,0,0.0,0.0,0.0,0,0,0,0,1,0,0,0,0,0.0,0.0,0.0,0,0,0,0,0,0,2,0,0,0,62541,-1,0,20,0.0,0.0,0,0,86089365.0,0.0,86089365,86089365,Benign,Thursday,False,Normal
53,17,22/02/2018 01:46:52,397,1,1,41,201,41,41,41.0,0.0,201,201,201.0,0.0,609571.788413098,5037.7833753149,397.0,0.0,397,397,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,2518.8916876574,2518.8916876574,41,201,94.3333333333,92.3760430703,8533.3333333333,0,0,0,0,0,0,0,0,1,141.5,41.0,201.0,0,0,0,0,0,0,1,41,1,201,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
53,17,22/02/2018 10:59:29,13023,1,1,32,160,32,32,32.0,0.0,160,160,160.0,0.0,14743.1467403824,153.5744452123,13023.0,0.0,13023,13023,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,8,8,76.7872226062,76.7872226062,32,160,74.6666666667,73.9008344563,5461.3333333333,0,0,0,0,0,0,0,0,1,112.0,32.0,160.0,0,0,0,0,0,0,1,32,1,160,-1,-1,0,8,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
49909,6,22/02/2018 09:59:17,38,1,1,0,0,0,0,0.0,0.0,0,0,0.0,0.0,0.0,52631.5789473684,38.0,0.0,38,38,0,0.0,0.0,0,0,0,0.0,0.0,0,0,0,0,0,0,20,20,26315.7894736842,26315.7894736842,0,0,0.0,0.0,0.0,0,0,0,0,1,1,0,0,1,0.0,0.0,0.0,0,0,0,0,0,0,1,0,1,0,946,253,0,20,0.0,0.0,0,0,0.0,0.0,0,0,Benign,Thursday,False,Normal
